trace_id,timestamp,EventId,EventTemplate,type,rec,log_level,component,source
558,"2015-07-30 21:03:35,468",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
559,"2015-07-30 21:03:44,632",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
560,"2015-07-30 21:03:44,634",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
561,"2015-07-30 21:03:47,578",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
562,"2015-07-30 23:03:42,133",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
563,"2015-07-30 23:03:52,001",E15,"Expiring session <*>, timeout of <*>ms exceeded",Permission Issue,Review user permissions.,INFO,ZooKeeperServer,zookeeper
564,"2015-07-30 23:03:54,002",E15,"Expiring session <*>, timeout of <*>ms exceeded",Permission Issue,Review user permissions.,INFO,ZooKeeperServer,zookeeper
565,"2015-07-30 23:43:22,414",E1,******* GOODBYE /<*>:<*> ********,Normal,No action needed.,WARN,35276:LearnerHandler,zookeeper
566,"2015-07-30 23:43:23,613",E26,LOOKING,Memory Leak,Inspect memory usage patterns.,INFO,0:0:0:0:0:0:0:2181:QuorumPeer,zookeeper
567,"2015-07-30 23:44:01,784",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,QuorumCnxManager,zookeeper
568,"2015-07-30 23:44:04,784",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,QuorumCnxManager,zookeeper
569,"2015-07-30 23:44:58,183",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
570,"2015-07-30 23:49:40,005",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,3:QuorumCnxManager$RecvWorker,zookeeper
571,"2015-07-30 23:52:26,272",E31,Notification time out: <*>,Normal,No action needed.,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,zookeeper
572,"2015-07-31 00:02:57,202",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
573,"2015-07-31 00:17:52,585",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
574,"2015-07-31 00:19:18,655",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
575,"2015-07-31 00:19:19,582",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
576,"2015-07-31 00:19:37,018",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
577,"2015-07-31 11:01:40,975",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
578,"2015-07-31 11:01:54,714",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
579,"2015-07-31 11:01:57,854",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
580,"2015-07-31 11:09:01,762",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
581,"2015-07-31 15:31:40,971",E29,My election bind port: <*>/<*>:<*>,Session Error,Investigate session state.,INFO,QuorumCnxManager$Listener,zookeeper
582,"2015-07-31 15:31:40,999",E23,"Have smaller server identifier, so dropping the connection: (<*>, <*>)",Timeout,Consider increasing timeout.,INFO,QuorumCnxManager,zookeeper
583,"2015-07-31 15:31:42,213",E18,FOLLOWING,Leader Election,Monitor leader election process.,INFO,0:0:0:0:0:0:0:2181:QuorumPeer,zookeeper
584,"2015-07-31 15:33:29,640",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
585,"2015-07-31 19:30:07,398",E26,LOOKING,Memory Leak,Inspect memory usage patterns.,INFO,0:0:0:0:0:0:0:2181:QuorumPeer,zookeeper
586,"2015-07-31 19:30:07,403",E30,"New election. My id =  <*>, proposed zxid=<*>",Client Disconnect,Check client-side logs.,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,zookeeper
587,"2015-07-31 19:30:07,445",E44,Server environment:<*>,Disk Failure,Check disk status and logs.,INFO,0:0:0:0:0:0:0:2181:Environment,zookeeper
588,"2015-07-31 19:30:07,452",E19,FOLLOWING - LEADER ELECTION TOOK - <*>,Session Error,Investigate session state.,INFO,0:0:0:0:0:0:0:2181:Follower,zookeeper
589,"2015-07-31 21:11:05,474",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
590,"2015-07-31 21:23:08,968",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
591,"2015-07-31 21:23:08,969",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
592,"2015-07-31 21:23:10,926",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
593,"2015-07-31 21:23:12,897",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
594,"2015-07-31 21:24:43,960",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
595,"2015-07-31 21:32:18,390",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
596,"2015-07-31 21:32:20,131",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
597,"2015-07-31 21:44:41,270",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
598,"2015-08-07 07:27:47,425",E34,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LEADING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",Disk Failure,Check disk status and logs.,INFO,FastLeaderElection,zookeeper
599,"2015-08-07 07:27:47,650",E19,FOLLOWING - LEADER ELECTION TOOK - <*>,Session Error,Investigate session state.,INFO,0:0:0:0:0:0:0:2181:Follower,zookeeper
600,"2015-08-10 17:52:39,654",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
601,"2015-08-10 17:53:06,869",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
602,"2015-08-10 17:53:22,767",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
603,"2015-08-10 17:53:22,870",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
604,"2015-08-10 18:12:23,970",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
605,"2015-08-10 18:12:24,076",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
606,"2015-08-10 18:12:24,375",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
607,"2015-08-10 18:13:25,200",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
608,"2015-08-10 18:23:49,901",E4,autopurge.snapRetainCount set to <*>,Disk Failure,Check disk status and logs.,INFO,DatadirCleanupManager,zookeeper
609,"2015-08-10 18:23:50,332",E44,Server environment:<*>,Disk Failure,Check disk status and logs.,INFO,0:0:0:0:0:0:0:2181:Environment,zookeeper
610,"2015-08-10 18:23:52,646",E41,Revalidating client: <*>,Normal,No action needed.,INFO,0.0.0.0/0.0.0.0:2181:Learner,zookeeper
611,"2015-08-10 18:23:52,649",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,0:0:0:0:0:0:0:2181:ZooKeeperServer,zookeeper
612,"2015-08-10 18:23:52,650",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,0:0:0:0:0:0:0:2181:ZooKeeperServer,zookeeper
613,"2015-08-10 18:23:52,653",E8,Client attempting to renew session <*> at /<*>:<*>,Leader Election,Monitor leader election process.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
614,"2015-08-10 18:25:22,080",E44,Server environment:<*>,Disk Failure,Check disk status and logs.,INFO,0:0:0:0:0:0:0:2181:Environment,zookeeper
615,"2015-08-10 18:25:22,082",E44,Server environment:<*>,Disk Failure,Check disk status and logs.,INFO,0:0:0:0:0:0:0:2181:Environment,zookeeper
616,"2015-08-10 18:25:24,332",E41,Revalidating client: <*>,Normal,No action needed.,INFO,0.0.0.0/0.0.0.0:2181:Learner,zookeeper
617,"2015-08-10 18:25:39,907",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
618,"2015-08-10 18:27:49,007",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
619,"2015-08-18 16:09:13,285",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
620,"2015-08-18 16:09:15,099",E44,Server environment:<*>,Disk Failure,Check disk status and logs.,INFO,0:0:0:0:0:0:0:2181:Environment,zookeeper
621,"2015-08-20 13:28:51,889",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
622,"2015-08-20 13:28:51,983",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
623,"2015-08-20 17:12:29,467",E9,Closed socket connection for client /<*>:<*> (no session established for client),Session Error,Investigate session state.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
624,"2015-08-20 17:14:11,414",E14,Exception causing close of session <*> due to java.io.IOException: ZooKeeperServer not running,Disk Failure,Check disk status and logs.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
625,"2015-08-20 17:14:12,326",E37,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",Config Warning,Check configuration syntax.,INFO,FastLeaderElection,zookeeper
626,"2015-08-20 17:14:23,824",E35,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)",Permission Issue,Review user permissions.,INFO,FastLeaderElection,zookeeper
627,"2015-08-20 17:22:22,288",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
628,"2015-08-20 17:24:06,873",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
629,"2015-08-20 17:24:07,582",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
630,"2015-08-20 17:24:07,816",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
631,"2015-08-20 19:02:23,456",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
632,"2015-08-20 19:32:55,963",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
633,"2015-08-20 19:33:02,860",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
634,"2015-08-20 19:33:02,860",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
635,"2015-08-21 15:55:04,347",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
636,"2015-08-21 15:55:07,600",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
637,"2015-08-21 15:55:14,153",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
638,"2015-08-24 15:26:54,494",E48,tickTime set to <*>,Leader Election,Monitor leader election process.,INFO,QuorumPeer,zookeeper
639,"2015-08-24 15:27:03,681",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,QuorumCnxManager,zookeeper
640,"2015-08-24 15:29:13,641",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
641,"2015-08-24 15:36:13,663",E31,Notification time out: <*>,Normal,No action needed.,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,zookeeper
642,"2015-08-24 15:37:13,664",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
643,"2015-08-24 15:51:13,708",E31,Notification time out: <*>,Normal,No action needed.,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,zookeeper
644,"2015-08-24 15:55:13,717",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
645,"2015-08-24 15:57:13,723",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
646,"2015-08-24 16:02:13,739",E31,Notification time out: <*>,Normal,No action needed.,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,zookeeper
647,"2015-08-24 16:03:13,740",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
648,"2015-08-24 16:11:13,765",E31,Notification time out: <*>,Normal,No action needed.,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,zookeeper
649,"2015-08-24 16:12:13,767",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
650,"2015-08-24 16:37:13,837",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
651,"2015-08-24 16:51:13,876",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
652,"2015-08-24 17:29:13,977",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
653,"2015-08-24 17:39:14,002",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,0:0:0:0:0:0:0:2181:QuorumCnxManager,zookeeper
654,"2015-08-24 18:02:14,063",E31,Notification time out: <*>,Normal,No action needed.,INFO,0:0:0:0:0:0:0:2181:FastLeaderElection,zookeeper
